date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
12:03:35	21052/21052	---M--	200	added ('OK')	image/jpeg	etag:%226687b31f-523c%22	https://preview.cruip.com/mosaic/images/applications-image-24.jpg	C:/Temp/DownloadedWebSites/Mosaic/preview.cruip.com/mosaic/images/applications-image-24.jpg	(from https://preview.cruip.com/mosaic/shop-2.html)
12:03:35	11846/11846	---M--	200	added ('OK')	image/jpeg	etag:%226687b31e-2e46%22	https://preview.cruip.com/mosaic/images/applications-image-25.jpg	C:/Temp/DownloadedWebSites/Mosaic/preview.cruip.com/mosaic/images/applications-image-25.jpg	(from https://preview.cruip.com/mosaic/shop-2.html)
12:03:35	13631/13631	---M--	200	added ('OK')	image/jpeg	etag:%226687b31f-353f%22	https://preview.cruip.com/mosaic/images/applications-image-26.jpg	C:/Temp/DownloadedWebSites/Mosaic/preview.cruip.com/mosaic/images/applications-image-26.jpg	(from https://preview.cruip.com/mosaic/shop-2.html)
12:03:35	15485/15485	---M--	200	added ('OK')	image/jpeg	etag:%226687b31f-3c7d%22	https://preview.cruip.com/mosaic/images/applications-image-27.jpg	C:/Temp/DownloadedWebSites/Mosaic/preview.cruip.com/mosaic/images/applications-image-27.jpg	(from https://preview.cruip.com/mosaic/shop-2.html)
12:03:36	14239/14239	---M--	200	added ('OK')	image/jpeg	etag:%226687b319-379f%22	https://preview.cruip.com/mosaic/images/applications-image-28.jpg	C:/Temp/DownloadedWebSites/Mosaic/preview.cruip.com/mosaic/images/applications-image-28.jpg	(from https://preview.cruip.com/mosaic/shop-2.html)
12:03:36	16242/16242	---M--	200	added ('OK')	image/jpeg	etag:%226687b319-3f72%22	https://preview.cruip.com/mosaic/images/applications-image-29.jpg	C:/Temp/DownloadedWebSites/Mosaic/preview.cruip.com/mosaic/images/applications-image-29.jpg	(from https://preview.cruip.com/mosaic/shop-2.html)
12:03:36	7928/7928	---M--	200	added ('OK')	image/jpeg	etag:%226687b31f-1ef8%22	https://preview.cruip.com/mosaic/images/applications-image-30.jpg	C:/Temp/DownloadedWebSites/Mosaic/preview.cruip.com/mosaic/images/applications-image-30.jpg	(from https://preview.cruip.com/mosaic/shop-2.html)
12:03:36	11289/11289	---M--	200	added ('OK')	image/jpeg	etag:%226687b31e-2c19%22	https://preview.cruip.com/mosaic/images/applications-image-31.jpg	C:/Temp/DownloadedWebSites/Mosaic/preview.cruip.com/mosaic/images/applications-image-31.jpg	(from https://preview.cruip.com/mosaic/shop-2.html)
12:03:36	12307/12307	---M--	200	added ('OK')	image/jpeg	etag:%226687b31f-3013%22	https://preview.cruip.com/mosaic/images/applications-image-32.jpg	C:/Temp/DownloadedWebSites/Mosaic/preview.cruip.com/mosaic/images/applications-image-32.jpg	(from https://preview.cruip.com/mosaic/shop-2.html)
12:03:37	1191/1191	---M--	200	added ('OK')	image/jpeg	etag:%226687b31b-4a7%22	https://preview.cruip.com/mosaic/images/user-32-07.jpg	C:/Temp/DownloadedWebSites/Mosaic/preview.cruip.com/mosaic/images/user-32-07.jpg	(from https://preview.cruip.com/mosaic/product.html)
12:03:37	90290/90290	---M--	200	added ('OK')	image/jpeg	etag:%226687b31c-160b2%22	https://preview.cruip.com/mosaic/images/product-image.jpg	C:/Temp/DownloadedWebSites/Mosaic/preview.cruip.com/mosaic/images/product-image.jpg	(from https://preview.cruip.com/mosaic/product.html)
12:03:37	1173/1173	---M--	200	added ('OK')	image/jpeg	etag:%226687b31c-495%22	https://preview.cruip.com/mosaic/images/user-32-05.jpg	C:/Temp/DownloadedWebSites/Mosaic/preview.cruip.com/mosaic/images/user-32-05.jpg	(from https://preview.cruip.com/mosaic/product.html)
12:03:37	1067/1067	---M--	200	added ('OK')	image/jpeg	etag:%226687b31c-42b%22	https://preview.cruip.com/mosaic/images/user-32-03.jpg	C:/Temp/DownloadedWebSites/Mosaic/preview.cruip.com/mosaic/images/user-32-03.jpg	(from https://preview.cruip.com/mosaic/product.html)
12:03:38	1274/1274	---M--	200	added ('OK')	image/jpeg	etag:%226687b31c-4fa%22	https://preview.cruip.com/mosaic/images/user-32-04.jpg	C:/Temp/DownloadedWebSites/Mosaic/preview.cruip.com/mosaic/images/user-32-04.jpg	(from https://preview.cruip.com/mosaic/product.html)
12:03:38	15939/15939	---M--	200	added ('OK')	image/jpeg	etag:%226687b31e-3e43%22	https://preview.cruip.com/mosaic/images/related-product-01.jpg	C:/Temp/DownloadedWebSites/Mosaic/preview.cruip.com/mosaic/images/related-product-01.jpg	(from https://preview.cruip.com/mosaic/product.html)
12:03:38	9456/9456	---M--	200	added ('OK')	image/jpeg	etag:%226687b31f-24f0%22	https://preview.cruip.com/mosaic/images/related-product-02.jpg	C:/Temp/DownloadedWebSites/Mosaic/preview.cruip.com/mosaic/images/related-product-02.jpg	(from https://preview.cruip.com/mosaic/product.html)
12:03:38	15546/15546	---M--	200	added ('OK')	image/jpeg	etag:%226687b320-3cba%22	https://preview.cruip.com/mosaic/images/related-product-03.jpg	C:/Temp/DownloadedWebSites/Mosaic/preview.cruip.com/mosaic/images/related-product-03.jpg	(from https://preview.cruip.com/mosaic/product.html)
12:03:39	41005/41005	---M--	200	added ('OK')	image/jpeg	etag:%226687b31d-a02d%22	https://preview.cruip.com/mosaic/images/pay-bg.jpg	C:/Temp/DownloadedWebSites/Mosaic/preview.cruip.com/mosaic/images/pay-bg.jpg	(from https://preview.cruip.com/mosaic/pay.html)
12:03:39	3268/3268	---M--	200	added ('OK')	image/jpeg	etag:%226687b31e-cc4%22	https://preview.cruip.com/mosaic/images/user-64-13.jpg	C:/Temp/DownloadedWebSites/Mosaic/preview.cruip.com/mosaic/images/user-64-13.jpg	(from https://preview.cruip.com/mosaic/pay.html)
12:03:39	3592/3592	---M--	200	added ('OK')	image/jpeg	etag:%226687b31d-e08%22	https://preview.cruip.com/mosaic/images/user-64-01.jpg	C:/Temp/DownloadedWebSites/Mosaic/preview.cruip.com/mosaic/images/user-64-01.jpg	(from https://preview.cruip.com/mosaic/users-tabs.html)
12:03:40	3398/3398	---M--	200	added ('OK')	image/jpeg	etag:%226687b31d-d46%22	https://preview.cruip.com/mosaic/images/user-64-02.jpg	C:/Temp/DownloadedWebSites/Mosaic/preview.cruip.com/mosaic/images/user-64-02.jpg	(from https://preview.cruip.com/mosaic/users-tabs.html)
12:03:40	3866/3866	---M--	200	added ('OK')	image/jpeg	etag:%226687b31e-f1a%22	https://preview.cruip.com/mosaic/images/user-64-03.jpg	C:/Temp/DownloadedWebSites/Mosaic/preview.cruip.com/mosaic/images/user-64-03.jpg	(from https://preview.cruip.com/mosaic/users-tabs.html)
12:03:40	3796/3796	---M--	200	added ('OK')	image/jpeg	etag:%226687b31f-ed4%22	https://preview.cruip.com/mosaic/images/user-64-04.jpg	C:/Temp/DownloadedWebSites/Mosaic/preview.cruip.com/mosaic/images/user-64-04.jpg	(from https://preview.cruip.com/mosaic/users-tabs.html)
12:03:40	2684/2684	---M--	200	added ('OK')	image/jpeg	etag:%226687b320-a7c%22	https://preview.cruip.com/mosaic/images/user-64-05.jpg	C:/Temp/DownloadedWebSites/Mosaic/preview.cruip.com/mosaic/images/user-64-05.jpg	(from https://preview.cruip.com/mosaic/users-tabs.html)
12:03:41	3057/3057	---M--	200	added ('OK')	image/jpeg	etag:%226687b31f-bf1%22	https://preview.cruip.com/mosaic/images/user-64-06.jpg	C:/Temp/DownloadedWebSites/Mosaic/preview.cruip.com/mosaic/images/user-64-06.jpg	(from https://preview.cruip.com/mosaic/users-tabs.html)
12:03:41	3220/3220	---M--	200	added ('OK')	image/jpeg	etag:%226687b31e-c94%22	https://preview.cruip.com/mosaic/images/user-64-07.jpg	C:/Temp/DownloadedWebSites/Mosaic/preview.cruip.com/mosaic/images/user-64-07.jpg	(from https://preview.cruip.com/mosaic/users-tabs.html)
12:03:41	2403/2403	---M--	200	added ('OK')	image/jpeg	etag:%226687b317-963%22	https://preview.cruip.com/mosaic/images/user-64-08.jpg	C:/Temp/DownloadedWebSites/Mosaic/preview.cruip.com/mosaic/images/user-64-08.jpg	(from https://preview.cruip.com/mosaic/users-tabs.html)
12:03:41	3078/3078	---M--	200	added ('OK')	image/jpeg	etag:%226687b318-c06%22	https://preview.cruip.com/mosaic/images/user-64-09.jpg	C:/Temp/DownloadedWebSites/Mosaic/preview.cruip.com/mosaic/images/user-64-09.jpg	(from https://preview.cruip.com/mosaic/users-tabs.html)
12:03:41	2561/2561	---M--	200	added ('OK')	image/jpeg	etag:%226687b31f-a01%22	https://preview.cruip.com/mosaic/images/user-64-10.jpg	C:/Temp/DownloadedWebSites/Mosaic/preview.cruip.com/mosaic/images/user-64-10.jpg	(from https://preview.cruip.com/mosaic/users-tabs.html)
12:03:42	3921/3921	---M--	200	added ('OK')	image/jpeg	etag:%226687b320-f51%22	https://preview.cruip.com/mosaic/images/user-64-11.jpg	C:/Temp/DownloadedWebSites/Mosaic/preview.cruip.com/mosaic/images/user-64-11.jpg	(from https://preview.cruip.com/mosaic/users-tabs.html)
12:03:42	3313/3313	---M--	200	added ('OK')	image/jpeg	etag:%226687b31f-cf1%22	https://preview.cruip.com/mosaic/images/user-64-12.jpg	C:/Temp/DownloadedWebSites/Mosaic/preview.cruip.com/mosaic/images/user-64-12.jpg	(from https://preview.cruip.com/mosaic/users-tabs.html)
12:03:42	1304/1304	---M--	200	added ('OK')	image/jpeg	etag:%226687b31d-518%22	https://preview.cruip.com/mosaic/images/user-32-08.jpg	C:/Temp/DownloadedWebSites/Mosaic/preview.cruip.com/mosaic/images/user-32-08.jpg	(from https://preview.cruip.com/mosaic/profile.html)
12:03:43	1290/1290	---M--	200	added ('OK')	image/jpeg	etag:%226687b31c-50a%22	https://preview.cruip.com/mosaic/images/user-32-06.jpg	C:/Temp/DownloadedWebSites/Mosaic/preview.cruip.com/mosaic/images/user-32-06.jpg	(from https://preview.cruip.com/mosaic/profile.html)
12:03:43	1379/1379	---M--	200	added ('OK')	image/jpeg	etag:%226687b31c-563%22	https://preview.cruip.com/mosaic/images/user-32-02.jpg	C:/Temp/DownloadedWebSites/Mosaic/preview.cruip.com/mosaic/images/user-32-02.jpg	(from https://preview.cruip.com/mosaic/profile.html)
12:03:43	1198/1198	---M--	200	added ('OK')	image/jpeg	etag:%226687b31c-4ae%22	https://preview.cruip.com/mosaic/images/user-32-01.jpg	C:/Temp/DownloadedWebSites/Mosaic/preview.cruip.com/mosaic/images/user-32-01.jpg	(from https://preview.cruip.com/mosaic/profile.html)
12:03:43	9348/9348	---M--	200	added ('OK')	image/jpeg	etag:%226687b31c-2484%22	https://preview.cruip.com/mosaic/images/user-128-01.jpg	C:/Temp/DownloadedWebSites/Mosaic/preview.cruip.com/mosaic/images/user-128-01.jpg	(from https://preview.cruip.com/mosaic/profile.html)
12:03:44	24959/24959	---M--	200	added ('OK')	image/jpeg	etag:%226687b318-617f%22	https://preview.cruip.com/mosaic/images/profile-bg.jpg	C:/Temp/DownloadedWebSites/Mosaic/preview.cruip.com/mosaic/images/profile-bg.jpg	(from https://preview.cruip.com/mosaic/profile.html)
12:03:44	2473/2473	---M--	200	added ('OK')	image/jpeg	etag:%226687b31b-9a9%22	https://preview.cruip.com/mosaic/images/avatar-02.jpg	C:/Temp/DownloadedWebSites/Mosaic/preview.cruip.com/mosaic/images/avatar-02.jpg	(from https://preview.cruip.com/mosaic/profile.html)
12:03:44	3228/3228	---M--	200	added ('OK')	image/jpeg	etag:%226687b31b-c9c%22	https://preview.cruip.com/mosaic/images/avatar-03.jpg	C:/Temp/DownloadedWebSites/Mosaic/preview.cruip.com/mosaic/images/avatar-03.jpg	(from https://preview.cruip.com/mosaic/profile.html)
12:03:44	2243/2243	---M--	200	added ('OK')	image/jpeg	etag:%226687b31a-8c3%22	https://preview.cruip.com/mosaic/images/avatar-04.jpg	C:/Temp/DownloadedWebSites/Mosaic/preview.cruip.com/mosaic/images/avatar-04.jpg	(from https://preview.cruip.com/mosaic/profile.html)
12:03:44	3608/3608	---M--	200	added ('OK')	image/jpeg	etag:%226687b319-e18%22	https://preview.cruip.com/mosaic/images/avatar-05.jpg	C:/Temp/DownloadedWebSites/Mosaic/preview.cruip.com/mosaic/images/avatar-05.jpg	(from https://preview.cruip.com/mosaic/profile.html)
12:03:45	2950/2950	---M--	200	added ('OK')	image/jpeg	etag:%226687b317-b86%22	https://preview.cruip.com/mosaic/images/avatar-06.jpg	C:/Temp/DownloadedWebSites/Mosaic/preview.cruip.com/mosaic/images/avatar-06.jpg	(from https://preview.cruip.com/mosaic/profile.html)
12:03:45	2630/2630	---M--	200	added ('OK')	image/jpeg	etag:%226687b31a-a46%22	https://preview.cruip.com/mosaic/images/avatar-01.jpg	C:/Temp/DownloadedWebSites/Mosaic/preview.cruip.com/mosaic/images/avatar-01.jpg	(from https://preview.cruip.com/mosaic/profile.html)
12:03:45	45358/45358	---M--	200	added ('OK')	image/jpeg	etag:%226687b31c-b12e%22	https://preview.cruip.com/mosaic/images/feed-image-01.jpg	C:/Temp/DownloadedWebSites/Mosaic/preview.cruip.com/mosaic/images/feed-image-01.jpg	(from https://preview.cruip.com/mosaic/feed.html)
12:03:45	19234/19234	---M--	200	added ('OK')	image/jpeg	etag:%226687b31b-4b22%22	https://preview.cruip.com/mosaic/images/feed-image-02.jpg	C:/Temp/DownloadedWebSites/Mosaic/preview.cruip.com/mosaic/images/feed-image-02.jpg	(from https://preview.cruip.com/mosaic/feed.html)
12:03:46	2164/2164	---M--	200	added ('OK')	image/png	etag:%226687b31b-874%22	https://preview.cruip.com/mosaic/images/group-avatar-01.png	C:/Temp/DownloadedWebSites/Mosaic/preview.cruip.com/mosaic/images/group-avatar-01.png	(from https://preview.cruip.com/mosaic/feed.html)
12:03:46	1858/1858	---M--	200	added ('OK')	image/png	etag:%226687b31a-742%22	https://preview.cruip.com/mosaic/images/group-avatar-02.png	C:/Temp/DownloadedWebSites/Mosaic/preview.cruip.com/mosaic/images/group-avatar-02.png	(from https://preview.cruip.com/mosaic/feed.html)
12:03:46	2349/2349	---M--	200	added ('OK')	image/png	etag:%226687b31a-92d%22	https://preview.cruip.com/mosaic/images/group-avatar-03.png	C:/Temp/DownloadedWebSites/Mosaic/preview.cruip.com/mosaic/images/group-avatar-03.png	(from https://preview.cruip.com/mosaic/feed.html)
12:03:46	1433/1433	---M--	200	added ('OK')	image/png	etag:%226687b319-599%22	https://preview.cruip.com/mosaic/images/group-avatar-04.png	C:/Temp/DownloadedWebSites/Mosaic/preview.cruip.com/mosaic/images/group-avatar-04.png	(from https://preview.cruip.com/mosaic/feed.html)
12:03:47	1146/1146	---M--	200	added ('OK')	image/jpeg	etag:%226687b31b-47a%22	https://preview.cruip.com/mosaic/images/user-28-10.jpg	C:/Temp/DownloadedWebSites/Mosaic/preview.cruip.com/mosaic/images/user-28-10.jpg	(from https://preview.cruip.com/mosaic/forum-post.html)
12:03:47	27897/27897	---M--	200	added ('OK')	image/jpeg	etag:%226687b31b-6cf9%22	https://preview.cruip.com/mosaic/images/meetups-thumb-01.jpg	C:/Temp/DownloadedWebSites/Mosaic/preview.cruip.com/mosaic/images/meetups-thumb-01.jpg	(from https://preview.cruip.com/mosaic/meetups.html)
12:03:47	27058/27058	---M--	200	added ('OK')	image/jpeg	etag:%226687b31a-69b2%22	https://preview.cruip.com/mosaic/images/meetups-thumb-02.jpg	C:/Temp/DownloadedWebSites/Mosaic/preview.cruip.com/mosaic/images/meetups-thumb-02.jpg	(from https://preview.cruip.com/mosaic/meetups.html)
12:03:48	16228/16228	---M--	200	added ('OK')	image/jpeg	etag:%226687b31a-3f64%22	https://preview.cruip.com/mosaic/images/meetups-thumb-03.jpg	C:/Temp/DownloadedWebSites/Mosaic/preview.cruip.com/mosaic/images/meetups-thumb-03.jpg	(from https://preview.cruip.com/mosaic/meetups.html)
12:03:48	26629/26629	---M--	200	added ('OK')	image/jpeg	etag:%226687b318-6805%22	https://preview.cruip.com/mosaic/images/meetups-thumb-04.jpg	C:/Temp/DownloadedWebSites/Mosaic/preview.cruip.com/mosaic/images/meetups-thumb-04.jpg	(from https://preview.cruip.com/mosaic/meetups.html)
12:03:48	24957/24957	---M--	200	added ('OK')	image/jpeg	etag:%226687b318-617d%22	https://preview.cruip.com/mosaic/images/meetups-thumb-05.jpg	C:/Temp/DownloadedWebSites/Mosaic/preview.cruip.com/mosaic/images/meetups-thumb-05.jpg	(from https://preview.cruip.com/mosaic/meetups.html)
12:03:48	25259/25259	---M--	200	added ('OK')	image/jpeg	etag:%226687b31a-62ab%22	https://preview.cruip.com/mosaic/images/meetups-thumb-06.jpg	C:/Temp/DownloadedWebSites/Mosaic/preview.cruip.com/mosaic/images/meetups-thumb-06.jpg	(from https://preview.cruip.com/mosaic/meetups.html)
12:03:48	35483/35483	---M--	200	added ('OK')	image/jpeg	etag:%226687b319-8a9b%22	https://preview.cruip.com/mosaic/images/meetups-thumb-07.jpg	C:/Temp/DownloadedWebSites/Mosaic/preview.cruip.com/mosaic/images/meetups-thumb-07.jpg	(from https://preview.cruip.com/mosaic/meetups.html)
12:03:49	19617/19617	---M--	200	added ('OK')	image/jpeg	etag:%226687b31f-4ca1%22	https://preview.cruip.com/mosaic/images/meetups-thumb-08.jpg	C:/Temp/DownloadedWebSites/Mosaic/preview.cruip.com/mosaic/images/meetups-thumb-08.jpg	(from https://preview.cruip.com/mosaic/meetups.html)
12:03:49	46911/46911	---M--	200	added ('OK')	image/jpeg	etag:%226687b31b-b73f%22	https://preview.cruip.com/mosaic/images/meetup-image.jpg	C:/Temp/DownloadedWebSites/Mosaic/preview.cruip.com/mosaic/images/meetup-image.jpg	(from https://preview.cruip.com/mosaic/meetups-post.html)
12:03:49	12455/12455	---M--	200	added ('OK')	image/jpeg	etag:%226687b31e-30a7%22	https://preview.cruip.com/mosaic/images/meetup-photo-01.jpg	C:/Temp/DownloadedWebSites/Mosaic/preview.cruip.com/mosaic/images/meetup-photo-01.jpg	(from https://preview.cruip.com/mosaic/meetups-post.html)
12:03:49	10830/10830	---M--	200	added ('OK')	image/jpeg	etag:%226687b31f-2a4e%22	https://preview.cruip.com/mosaic/images/meetup-photo-02.jpg	C:/Temp/DownloadedWebSites/Mosaic/preview.cruip.com/mosaic/images/meetup-photo-02.jpg	(from https://preview.cruip.com/mosaic/meetups-post.html)
12:03:50	10277/10277	---M--	200	added ('OK')	image/jpeg	etag:%226687b320-2825%22	https://preview.cruip.com/mosaic/images/meetup-photo-03.jpg	C:/Temp/DownloadedWebSites/Mosaic/preview.cruip.com/mosaic/images/meetup-photo-03.jpg	(from https://preview.cruip.com/mosaic/meetups-post.html)
12:03:51	680/680	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%226687b31c-2a8%22	https://preview.cruip.com/mosaic/images/transactions-image-01.svg	C:/Temp/DownloadedWebSites/Mosaic/preview.cruip.com/mosaic/images/transactions-image-01.svg	(from https://preview.cruip.com/mosaic/transactions.html)
12:03:51	347/347	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%226687b31c-15b%22	https://preview.cruip.com/mosaic/images/transactions-image-02.svg	C:/Temp/DownloadedWebSites/Mosaic/preview.cruip.com/mosaic/images/transactions-image-02.svg	(from https://preview.cruip.com/mosaic/transactions.html)
12:03:51	366/366	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%226687b31c-16e%22	https://preview.cruip.com/mosaic/images/transactions-image-03.svg	C:/Temp/DownloadedWebSites/Mosaic/preview.cruip.com/mosaic/images/transactions-image-03.svg	(from https://preview.cruip.com/mosaic/transactions.html)
12:03:51	255/255	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%226687b31c-ff%22	https://preview.cruip.com/mosaic/images/transactions-image-04.svg	C:/Temp/DownloadedWebSites/Mosaic/preview.cruip.com/mosaic/images/transactions-image-04.svg	(from https://preview.cruip.com/mosaic/transactions.html)
12:03:51	433/433	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%226687b31c-1b1%22	https://preview.cruip.com/mosaic/images/transactions-image-05.svg	C:/Temp/DownloadedWebSites/Mosaic/preview.cruip.com/mosaic/images/transactions-image-05.svg	(from https://preview.cruip.com/mosaic/transactions.html)
12:03:51	344/344	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%226687b31b-158%22	https://preview.cruip.com/mosaic/images/transactions-image-06.svg	C:/Temp/DownloadedWebSites/Mosaic/preview.cruip.com/mosaic/images/transactions-image-06.svg	(from https://preview.cruip.com/mosaic/transactions.html)
12:03:52	595/595	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%226687b31b-253%22	https://preview.cruip.com/mosaic/images/transactions-image-07.svg	C:/Temp/DownloadedWebSites/Mosaic/preview.cruip.com/mosaic/images/transactions-image-07.svg	(from https://preview.cruip.com/mosaic/transactions.html)
12:03:52	429/429	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%226687b31d-1ad%22	https://preview.cruip.com/mosaic/images/transactions-image-08.svg	C:/Temp/DownloadedWebSites/Mosaic/preview.cruip.com/mosaic/images/transactions-image-08.svg	(from https://preview.cruip.com/mosaic/transactions.html)
12:03:52	598/598	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%226687b319-256%22	https://preview.cruip.com/mosaic/images/company-icon-05.svg	C:/Temp/DownloadedWebSites/Mosaic/preview.cruip.com/mosaic/images/company-icon-05.svg	(from https://preview.cruip.com/mosaic/job-listing.html)
12:03:52	389/389	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%226687b319-185%22	https://preview.cruip.com/mosaic/images/company-icon-07.svg	C:/Temp/DownloadedWebSites/Mosaic/preview.cruip.com/mosaic/images/company-icon-07.svg	(from https://preview.cruip.com/mosaic/job-listing.html)
12:03:53	727/727	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%226687b31f-2d7%22	https://preview.cruip.com/mosaic/images/company-icon-08.svg	C:/Temp/DownloadedWebSites/Mosaic/preview.cruip.com/mosaic/images/company-icon-08.svg	(from https://preview.cruip.com/mosaic/job-listing.html)
12:03:53	475/475	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%226687b31b-1db%22	https://preview.cruip.com/mosaic/images/company-icon-01.svg	C:/Temp/DownloadedWebSites/Mosaic/preview.cruip.com/mosaic/images/company-icon-01.svg	(from https://preview.cruip.com/mosaic/job-listing.html)
12:03:54	100699/100699	---M--	200	added ('OK')	image/jpeg	etag:%226687b31d-1895b%22	https://preview.cruip.com/mosaic/images/company-bg.jpg	C:/Temp/DownloadedWebSites/Mosaic/preview.cruip.com/mosaic/images/company-bg.jpg	(from https://preview.cruip.com/mosaic/company-profile.html)
12:03:54	5075/5075	---M--	200	added ('OK')	image/jpeg	etag:%226687b31c-13d3%22	https://preview.cruip.com/mosaic/images/task-image-01.jpg	C:/Temp/DownloadedWebSites/Mosaic/preview.cruip.com/mosaic/images/task-image-01.jpg	(from https://preview.cruip.com/mosaic/tasks-kanban.html)
12:03:54	1066/1066	---M--	200	added ('OK')	image/jpeg	etag:%226687b31a-42a%22	https://preview.cruip.com/mosaic/images/user-28-12.jpg	C:/Temp/DownloadedWebSites/Mosaic/preview.cruip.com/mosaic/images/user-28-12.jpg	(from https://preview.cruip.com/mosaic/tasks-kanban.html)
12:03:54	1106/1106	---M--	200	added ('OK')	image/jpeg	etag:%226687b31d-452%22	https://preview.cruip.com/mosaic/images/user-28-08.jpg	C:/Temp/DownloadedWebSites/Mosaic/preview.cruip.com/mosaic/images/user-28-08.jpg	(from https://preview.cruip.com/mosaic/tasks-kanban.html)
12:03:54	13301/13301	---M--	200	added ('OK')	image/jpeg	etag:%226687b31d-33f5%22	https://preview.cruip.com/mosaic/images/task-image-02.jpg	C:/Temp/DownloadedWebSites/Mosaic/preview.cruip.com/mosaic/images/task-image-02.jpg	(from https://preview.cruip.com/mosaic/tasks-kanban.html)
12:03:55	287/287	---M--	200	added ('OK')	image/png	etag:%226687b31b-11f%22	https://preview.cruip.com/mosaic/images/channel-01.png	C:/Temp/DownloadedWebSites/Mosaic/preview.cruip.com/mosaic/images/channel-01.png	(from https://preview.cruip.com/mosaic/messages.html)
12:03:55	287/287	---M--	200	added ('OK')	image/png	etag:%226687b31c-11f%22	https://preview.cruip.com/mosaic/images/channel-02.png	C:/Temp/DownloadedWebSites/Mosaic/preview.cruip.com/mosaic/images/channel-02.png	(from https://preview.cruip.com/mosaic/messages.html)
12:03:55	287/287	---M--	200	added ('OK')	image/png	etag:%226687b31c-11f%22	https://preview.cruip.com/mosaic/images/channel-03.png	C:/Temp/DownloadedWebSites/Mosaic/preview.cruip.com/mosaic/images/channel-03.png	(from https://preview.cruip.com/mosaic/messages.html)
12:03:55	1572/1572	---M--	200	added ('OK')	image/jpeg	etag:%226687b31f-624%22	https://preview.cruip.com/mosaic/images/user-40-11.jpg	C:/Temp/DownloadedWebSites/Mosaic/preview.cruip.com/mosaic/images/user-40-11.jpg	(from https://preview.cruip.com/mosaic/messages.html)
12:03:55	1474/1474	---M--	200	added ('OK')	image/jpeg	etag:%226687b31e-5c2%22	https://preview.cruip.com/mosaic/images/user-40-12.jpg	C:/Temp/DownloadedWebSites/Mosaic/preview.cruip.com/mosaic/images/user-40-12.jpg	(from https://preview.cruip.com/mosaic/messages.html)
12:03:56	21415/21415	---M--	200	added ('OK')	image/jpeg	etag:%226687b31f-53a7%22	https://preview.cruip.com/mosaic/images/chat-image.jpg	C:/Temp/DownloadedWebSites/Mosaic/preview.cruip.com/mosaic/images/chat-image.jpg	(from https://preview.cruip.com/mosaic/messages.html)
12:03:56	1163/1163	---M--	200	added ('OK')	image/png	etag:%226687b31f-48b%22	https://preview.cruip.com/mosaic/images/user-avatar-80.png	C:/Temp/DownloadedWebSites/Mosaic/preview.cruip.com/mosaic/images/user-avatar-80.png	(from https://preview.cruip.com/mosaic/inbox.html)
12:03:58	26737/26737	---M--	200	added ('OK')	image/jpeg	etag:%226687b31c-6871%22	https://preview.cruip.com/mosaic/images/inbox-image.jpg	C:/Temp/DownloadedWebSites/Mosaic/preview.cruip.com/mosaic/images/inbox-image.jpg	(from https://preview.cruip.com/mosaic/inbox.html)
12:03:58	4696/4696	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%226687b31b-1258%22	https://preview.cruip.com/mosaic/images/404-illustration.svg	C:/Temp/DownloadedWebSites/Mosaic/preview.cruip.com/mosaic/images/404-illustration.svg	(from https://preview.cruip.com/mosaic/404.html)
12:03:58	4964/4964	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%226687b31b-1364%22	https://preview.cruip.com/mosaic/images/404-illustration-dark.svg	C:/Temp/DownloadedWebSites/Mosaic/preview.cruip.com/mosaic/images/404-illustration-dark.svg	(from https://preview.cruip.com/mosaic/404.html)
12:03:59	232046/232046	---M--	200	added ('OK')	image/jpeg	etag:%226687b31d-38a6e%22	https://preview.cruip.com/mosaic/images/auth-image.jpg	C:/Temp/DownloadedWebSites/Mosaic/preview.cruip.com/mosaic/images/auth-image.jpg	(from https://preview.cruip.com/mosaic/signin.html)
12:04:00	44893/44893	---M--	200	added ('OK')	image/jpeg	etag:%226687b31d-af5d%22	https://preview.cruip.com/mosaic/images/onboarding-image.jpg	C:/Temp/DownloadedWebSites/Mosaic/preview.cruip.com/mosaic/images/onboarding-image.jpg	(from https://preview.cruip.com/mosaic/onboarding-01.html)
12:04:01	970/970	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%226687b31d-3ca%22	https://preview.cruip.com/mosaic/images/announcement-icon.svg	C:/Temp/DownloadedWebSites/Mosaic/preview.cruip.com/mosaic/images/announcement-icon.svg	(from https://preview.cruip.com/mosaic/component-modal.html)
